name,buoyancy,height,area,CD,code,source,originalName
swivel,                    -0.953, 0.05, 0.0025, 1.3,NA,BIO,SWIVEL
7/16in shackle,            -0.150, 0.05, 0.0025, 1.3,NA,BIO,"7/16"" SHACKLE"
1/4in nicopress sleeve,    -0.034, 0.05, 0.0025, 1.3,NA,BIO,"1/4"" NICOPRESS SLEEVE"
5/16in heavy SS thimbles,  -0.041, 0.05, 0.0025, 1.3,NA,BIO,"5/16"" HEAVY SS THIMBLES"
ballast weight,           -45.408, 1.0,  0.0254, 1.3,NA,BIO,BALLAST WEIGHT

